"age_x","age_y","credit_history","kids","household_income","outstanding_loan_amount","property_value","property_size","annual_interest_rate","monthly_payment","n","Default"
35,38,1,2,10215,11812,373976,67.86,4.18,2232,6,FALSE
35,34,1,1,6923,102604,475249,58.17,4.48,1251,99,FALSE
33,35,1,2,10245,418745,586084,71.78,4.48,2803,219,FALSE
35,32,1,1,7470,245438,442061,65.51,4.68,1524,255,FALSE
31,31,1,1,5316,43946,423259,49.4,4.96,1456,33,FALSE
33,28,1,2,12425,264506,960862,134.65,5.64,3767,86,FALSE
35,36,1,1,6828,142133,312034,47.53,4.41,1661,103,FALSE
34,NA,1,1,4835,87947,207511,29.56,5.36,1507,68,TRUE
40,34,1,3,10479,110079,366339,64.69,4.88,2596,47,FALSE
30,27,1,1,8031,163630,548472,59.16,5.31,2987,63,TRUE
31,NA,0,0,3165,22159,258646,36.75,4.32,1169,20,TRUE
30,25,0,2,4659,163706,321333,44.81,4.63,1156,206,TRUE
47,NA,0,0,2802,35636,222907,27.78,4.94,591,70,FALSE
34,30,0,1,9218,178715,386228,71.95,4.79,2670,79,TRUE
28,24,0,1,4635,197670,370597,44.04,5.15,1478,200,TRUE
39,38,1,3,13135,264820,717198,109.68,4.97,3462,93,FALSE
28,27,1,2,8517,77659,532139,113.39,4.78,1955,44,FALSE
38,NA,1,2,5177,90525,303966,51.19,4.97,886,134,FALSE
37,34,0,2,8035,282555,747118,131.79,4.58,2010,202,FALSE
32,36,1,2,6762,358646,852530,97.51,4.86,2381,233,FALSE
36,33,1,2,12124,470561,915809,116.53,4.64,4613,130,TRUE
31,NA,0,1,4149,181049,385836,59.25,5.11,1325,206,FALSE
33,27,1,1,9822,285584,505558,100.95,5.11,2649,145,FALSE
41,36,1,2,9316,114173,1132449,152.58,4.4,2701,47,FALSE
32,29,1,2,8879,342382,419959,67.42,5.55,1993,343,TRUE
35,34,1,0,11033,162130,840052,132.25,4.63,2391,79,FALSE
38,37,1,2,12480,39962,404303,90.59,5.14,2935,15,FALSE
39,43,1,2,11746,199964,551415,86.51,4.57,3325,69,FALSE
39,33,1,3,11593,356342,810226,110.1,4.21,2474,201,FALSE
47,46,1,2,10793,10211,487770,76.79,4.86,3375,4,FALSE
40,38,0,3,4599,153076,364522,48.59,4.71,1590,122,TRUE
36,33,0,1,10623,314144,444056,61.41,4.48,2528,168,FALSE
31,30,1,1,7497,49122,316451,70.26,4.57,2033,26,FALSE
39,42,1,3,7640,321995,672431,115.32,5.4,2378,210,TRUE
27,NA,1,0,5305,32342,351644,61.23,4.29,2809,12,FALSE
28,31,1,3,8429,112646,598457,112.81,4.27,1389,96,FALSE
41,35,1,3,9323,239136,324985,58.44,5.02,2199,146,TRUE
42,51,1,2,15239,452387,1118495,168.22,4.73,4230,140,FALSE
34,26,1,0,7363,279277,462804,67.83,4.25,1823,222,FALSE
38,35,1,2,6349,38108,450115,64.83,4.43,1607,25,FALSE
38,35,0,2,9040,273994,611781,87.31,4.96,2917,120,FALSE
32,28,0,2,5000,102862,203166,26.75,4.55,1270,97,FALSE
30,NA,1,1,3016,95874,170982,29.96,5.54,1177,103,TRUE
36,35,1,2,10077,202842,703593,101.97,5.51,2628,96,FALSE
38,40,1,2,14060,235225,653730,90.96,4.85,2739,106,FALSE
40,35,1,3,12347,500618,645806,117.27,5.34,2803,357,TRUE
28,30,0,1,3793,105047,527531,64.2,5.29,697,249,FALSE
40,43,1,3,6205,138040,319128,53.59,4.53,1668,100,FALSE
49,46,0,3,10372,326242,735464,110.43,5.01,2992,146,FALSE
35,34,1,1,13339,111953,678985,122.96,4.53,3897,31,FALSE
28,25,0,3,3483,167045,325940,43.32,4.84,1044,258,TRUE
26,NA,0,0,7718,71349,303668,69.22,4.41,1438,55,FALSE
31,34,0,1,6632,209941,357941,41.51,4.03,2037,127,TRUE
25,21,0,2,2180,112183,247818,27.92,5.58,807,225,TRUE
37,37,1,2,8650,245000,613035,71.06,4.89,1562,251,FALSE
37,NA,1,3,3388,9766,152109,29.19,5.15,584,18,FALSE
31,23,1,3,9335,278871,747523,117.85,4.85,1935,217,FALSE
40,NA,1,1,6365,191505,262445,56.09,5.8,1279,267,FALSE
37,31,1,1,9340,244642,911034,129.74,4.23,1397,273,FALSE
36,38,1,2,13106,117178,763284,109.4,4.85,3796,34,FALSE
34,NA,0,0,4855,39496,379044,71.68,4.93,1607,26,FALSE
42,44,1,3,8996,58062,396733,71.01,5.17,2235,28,FALSE
39,34,1,1,6564,299037,512383,68.98,4.45,2617,149,TRUE
35,31,0,2,9211,261625,504640,70.51,4.68,1739,228,FALSE
37,35,1,2,7924,21929,258907,45.09,4.61,2301,10,FALSE
38,36,1,2,9634,289444,454374,56.36,4.22,3361,103,FALSE
37,NA,1,2,6907,73370,208090,40.73,4.23,1764,46,FALSE
33,NA,0,3,4072,115488,388175,59.11,5.08,855,201,FALSE
36,35,1,3,9053,265335,660068,86.68,4.66,1590,270,FALSE
31,37,1,3,7753,393035,542788,66.92,4.37,2190,292,TRUE
37,33,1,2,9589,99370,424801,78.42,5.14,2234,50,FALSE
43,NA,1,1,7811,165752,539449,89.55,4.75,1932,106,FALSE
35,34,0,2,7191,174015,240701,44.02,5.31,2097,104,TRUE
32,NA,1,1,7010,55506,293001,39.52,4.93,2106,28,FALSE
28,21,1,0,8194,229247,441697,101.33,4.76,1945,160,FALSE
36,34,0,1,9885,329008,743197,81.67,5.08,2230,232,FALSE
36,NA,0,2,2570,25916,237493,33.73,4.85,673,42,FALSE
41,42,1,2,7274,140593,476590,76.23,4.56,2156,76,FALSE
35,33,0,1,6144,72119,438790,54.4,5.1,1400,59,TRUE
41,40,1,2,9601,249394,575567,89.82,5.32,2498,133,FALSE
39,NA,0,1,5802,133200,236130,37.18,4.54,2327,65,FALSE
37,28,1,2,7369,178644,366388,80.72,4.55,2089,104,TRUE
34,32,1,0,4921,58733,332342,51.47,4.05,1356,47,FALSE
41,37,0,3,6640,156617,300063,45.54,4.32,1312,157,TRUE
36,34,0,2,6401,289819,441317,72.04,5.17,2174,199,TRUE
33,33,1,2,7240,302770,643029,111.87,5.14,2150,217,FALSE
39,NA,1,1,6229,15538,364927,43.73,4.69,2005,8,FALSE
28,25,1,3,6246,220013,420925,57.74,5.2,1856,167,FALSE
34,32,1,1,16505,672323,983949,147.94,5.17,4586,233,FALSE
24,NA,0,0,2269,9562,216748,31.55,5.82,241,45,FALSE
35,NA,0,1,4519,143020,512135,51.04,4.97,892,264,FALSE
33,31,1,3,17236,175290,886916,123.44,4.8,3736,53,FALSE
40,NA,1,2,4657,143494,348898,49.37,4.82,922,245,FALSE
31,23,1,1,6725,253817,443854,50.79,4.98,1608,258,TRUE
25,24,1,1,3602,224813,247372,38.84,4.88,1254,322,TRUE
41,44,0,2,6646,181705,475677,84.31,4.66,1775,131,FALSE
35,NA,1,1,7412,217441,455804,58.73,4.77,1653,187,FALSE
35,38,0,1,4657,142810,247447,42.9,5.27,1357,142,TRUE
30,NA,0,1,3147,185252,411297,62.12,4.21,1018,291,TRUE
42,NA,0,0,2643,62890,221004,29.16,5.02,716,110,FALSE
31,34,1,3,8441,105860,695398,95.43,4.83,2283,52,FALSE
43,38,1,3,10632,334260,763538,115.67,4.37,2641,170,TRUE
27,29,0,2,2670,72389,234357,26.75,4.72,1083,78,TRUE
32,NA,0,1,2304,96747,317115,51.85,4.93,790,171,FALSE
25,NA,0,0,2012,49237,210507,30.15,5.3,488,134,FALSE
41,42,1,2,14584,302345,1140657,200.01,5.21,3950,94,FALSE
40,34,1,2,9796,275434,562006,79,5.72,2803,133,FALSE
28,29,1,2,10342,540137,913864,124.2,5.08,3084,321,FALSE
28,26,0,0,4732,180217,369791,53.78,5.33,1313,213,FALSE
36,NA,0,0,6062,111469,280610,42.14,4.54,1300,104,FALSE
30,31,1,0,7029,54943,499982,72.82,5.28,1301,47,FALSE
43,NA,0,1,4291,219557,488994,52.83,5.51,1294,330,FALSE
22,22,0,2,4109,29006,348496,51.96,5.24,772,42,FALSE
24,23,1,2,10940,180342,457510,78.99,5.02,2160,103,FALSE
41,40,1,3,16458,213700,1235708,155.67,4.89,4364,55,FALSE
37,34,1,1,8666,178846,780649,100.82,5.04,2005,113,FALSE
33,33,1,1,9017,146541,413314,101.03,4.54,2282,74,FALSE
38,NA,0,2,2168,52893,198614,32.78,5.24,428,179,FALSE
39,35,1,2,15477,533882,1125235,159.88,5.01,4668,156,FALSE
34,34,1,2,10174,163675,1124563,167.72,5.18,2436,80,FALSE
34,NA,0,1,3106,158215,453681,70.36,4.79,927,288,TRUE
29,NA,1,1,8894,152936,464205,58.56,4.27,1619,116,FALSE
37,38,1,3,13388,466931,1174006,146.33,5.2,3408,209,FALSE
34,33,1,2,12468,128783,427973,80.01,4.74,3073,46,FALSE
34,NA,1,1,3053,103327,432476,54.64,4.93,704,226,FALSE
41,NA,0,2,6159,125076,183335,28.79,4.44,1616,92,TRUE
35,NA,0,2,4918,184270,284249,43.41,4.4,1403,180,TRUE
35,28,1,1,10566,207965,438901,60.33,5.44,2233,122,FALSE
41,41,1,3,11638,168340,390642,59.35,5.73,2850,70,FALSE
20,17,1,1,5205,243246,297264,48,5.02,1344,340,FALSE
33,NA,1,2,7741,26298,595397,64.27,5.31,2175,13,FALSE
32,29,1,1,12444,362040,688699,128.13,5,3197,154,FALSE
47,47,1,3,20502,485198,1338090,246.88,4.98,7286,79,FALSE
28,24,0,0,6043,92301,294327,56.18,4.35,1348,79,FALSE
32,32,0,1,3432,128185,428552,63.64,4.17,893,200,TRUE
35,30,1,2,6001,97886,306905,43.7,5.22,893,150,FALSE
33,24,1,0,6463,374297,767704,131.84,4.72,2300,261,FALSE
31,29,0,2,4477,138843,293482,48.27,5.27,804,325,FALSE
31,29,1,0,7668,99952,249205,58.28,4.97,1424,84,FALSE
30,32,1,2,8586,164084,400800,64.76,4.22,1501,139,FALSE
43,40,0,3,10181,257374,769293,125.19,4.29,3514,86,FALSE
32,32,1,3,9229,154329,974255,115.9,4.76,1955,95,FALSE
36,29,1,1,10198,35150,486107,87.65,5.03,2099,18,FALSE
34,29,1,2,14301,345615,1161614,124.29,5.11,2683,188,FALSE
44,44,1,1,18931,513332,1249930,198.97,4.38,4216,162,FALSE
41,NA,0,0,3444,39529,215113,27.48,4.57,1271,34,FALSE
41,40,1,3,9852,223778,679302,136.16,4.51,2379,117,FALSE
39,36,0,2,6821,209613,317270,34.61,5.54,1779,171,TRUE
29,23,1,1,10265,223114,515771,70.03,4.95,3186,83,FALSE
38,33,1,1,7382,190611,511009,66.15,4.53,1216,238,FALSE
27,25,1,0,6717,78259,439779,69.05,4.37,1388,64,FALSE
39,34,1,3,6744,229263,310237,42.88,4.74,1430,255,TRUE
35,30,0,3,11887,26613,666374,138.77,5.28,3698,8,FALSE
29,30,1,3,9652,175915,532661,92.96,4.09,3043,65,FALSE
33,30,1,2,11793,486580,702418,141.96,4.94,2747,318,FALSE
40,37,1,1,19466,537567,1593391,233.02,4.08,4520,153,FALSE
42,NA,1,1,6685,35332,172659,30.57,4.95,1826,21,FALSE
46,46,1,1,11384,698039,868274,144.64,4.62,3797,321,TRUE
36,NA,0,1,2275,68009,164923,32.08,4.17,689,122,TRUE
28,28,1,2,4440,52266,238515,33.57,5.48,1274,46,TRUE
39,35,1,3,9450,149990,532254,76.76,5.36,2786,62,FALSE
39,36,1,1,9985,147459,704752,117.4,4.51,2792,59,FALSE
23,23,0,1,5095,31173,441521,56.54,4.53,1265,26,FALSE
36,32,1,3,6703,284847,510141,64.92,4.4,1719,256,FALSE
33,NA,1,1,3835,50457,360418,45.45,4.41,851,67,FALSE
33,36,1,3,7517,53356,399348,68.64,4.67,1042,58,FALSE
43,44,1,3,9278,110979,458035,69.2,4.6,2056,61,FALSE
39,39,1,1,9754,352654,552337,119.45,5.32,2113,305,FALSE
29,26,1,1,2766,133690,220426,30.79,4.73,1244,141,TRUE
39,37,1,2,12800,176842,299911,54.46,5.15,3334,61,FALSE
32,33,0,3,4933,169824,231828,34.56,4.92,1293,189,TRUE
51,43,1,2,15335,770303,1437140,175.84,4.13,3961,323,FALSE
30,NA,0,0,4519,107867,238880,32.89,4.74,1238,108,FALSE
32,NA,1,1,4130,125546,309565,46.19,4.78,1434,108,FALSE
41,NA,0,0,6532,145310,337703,40.81,5.01,1481,127,FALSE
23,23,1,2,5807,33951,244191,42.16,5.56,1097,34,FALSE
32,NA,1,0,7758,45077,315355,53.09,4.32,2139,22,FALSE
31,33,0,0,5138,229957,535005,65.42,5.05,1604,221,TRUE
38,32,1,2,6205,157244,470060,56.14,4.17,1053,211,FALSE
31,29,1,2,8387,78087,294514,63.61,5.08,2177,39,FALSE
31,NA,1,1,2977,139320,381547,62.6,4.53,735,334,TRUE
35,31,1,2,8118,137353,518645,82.6,4.81,1662,101,FALSE
33,34,1,1,8979,171931,447147,80.8,5.17,1987,109,FALSE
30,22,0,2,9988,267014,396675,81.57,5.28,2139,182,FALSE
29,NA,1,0,4756,220471,425755,52.42,5.21,1346,287,TRUE
35,NA,1,0,4247,123968,343470,43.34,4.72,767,258,FALSE
35,31,0,3,8839,378162,753743,87.35,4.81,2507,232,TRUE
42,43,0,2,8738,158558,543998,79.15,4.97,2431,77,TRUE
26,26,0,0,5682,89196,455057,75.03,4.2,1888,52,FALSE
31,37,1,2,4583,71083,202766,31.19,5.3,1250,66,TRUE
34,35,1,0,6041,164230,232303,37.42,5.17,1398,165,FALSE
31,29,0,3,9828,505393,732312,103.07,4.54,3155,247,TRUE
32,29,0,1,5054,123949,513258,63.42,4.75,1421,108,TRUE
38,41,0,2,7421,55984,375294,49.29,5.1,1716,36,FALSE
37,33,0,2,6106,54143,312382,45.24,5.49,1587,38,FALSE
38,39,1,2,8329,239256,827330,94.91,5.38,2286,142,FALSE
40,NA,0,1,5068,228087,748188,111.82,5.09,1361,294,FALSE
35,NA,0,1,3920,100719,272309,45.59,4.45,1086,114,TRUE
27,25,0,1,5766,139955,477126,66.89,5.27,1239,157,FALSE
36,33,1,2,14982,302065,1029335,189.39,4.99,3512,107,FALSE
39,NA,1,1,7525,201419,748974,93.61,5.06,1702,165,FALSE
27,27,0,2,10212,348148,629272,97.02,4.72,3500,127,FALSE
36,35,1,2,13752,132523,759817,106.09,5.49,2842,53,FALSE
46,NA,0,0,6984,78807,261892,39.88,4.87,1442,62,FALSE
45,42,0,2,8413,43457,586118,108.1,4.28,1558,30,FALSE
40,42,1,2,10193,241405,526601,87.65,5.16,2685,114,FALSE
36,32,1,3,12650,458289,1162736,162.28,4.79,2996,237,FALSE
39,41,1,1,7794,416777,808791,134.44,4.84,2654,250,FALSE
44,NA,0,1,2252,39873,208347,41.98,4.84,474,103,FALSE
32,33,0,2,5412,206272,510103,66.89,4.82,1594,183,TRUE
30,25,1,3,6597,55206,363856,64.72,4.26,1228,50,FALSE
33,31,1,1,6721,99186,433492,56.13,5.78,1219,104,FALSE
35,NA,0,1,3539,28622,328388,52.77,4.37,937,33,FALSE
39,40,1,2,8246,227100,379407,46.32,5.13,1766,188,FALSE
41,40,0,2,7815,128947,380734,84.57,4.71,2320,63,FALSE
32,34,1,1,10693,220215,434076,106.81,4.85,2824,94,FALSE
33,34,1,1,10160,297956,790675,111.3,5.08,1878,264,FALSE
36,35,1,3,13235,145175,1004892,132.24,4.7,4040,39,FALSE
32,29,1,2,11328,379069,1029333,125.82,4.26,2440,227,FALSE
41,38,1,2,7482,236717,576460,77.45,4.56,2383,125,TRUE
46,NA,1,2,9166,229795,601477,99.88,4.61,2274,129,FALSE
39,38,1,3,13980,209762,1089785,140.69,5.43,3474,71,FALSE
32,35,1,2,4207,93458,253866,42.41,4.46,1237,89,TRUE
42,43,1,2,12864,271421,802485,136.57,5.39,2163,186,FALSE
35,NA,0,1,2492,18377,213299,34.99,4.32,191,119,FALSE
35,NA,1,0,4697,117563,255409,38.71,4.35,1510,92,FALSE
27,24,0,2,4758,83322,277618,43.63,4.45,1094,90,TRUE
49,50,0,2,7498,138917,293656,52.93,5.15,1275,148,FALSE
34,35,1,2,12801,514368,1074977,190.43,5.1,3737,208,FALSE
35,34,1,2,9991,181382,570184,86.72,5.09,2768,77,FALSE
42,NA,1,2,7386,202662,544976,83.92,5.41,1602,188,FALSE
35,NA,1,1,6233,60644,166198,27.25,4.87,1884,35,FALSE
39,36,0,2,7588,82815,437268,60.85,4.78,1646,57,FALSE
41,36,1,2,5254,287426,549366,86.87,4.65,1695,277,TRUE
31,27,1,1,5513,176427,407009,65.32,5.35,1003,345,FALSE
45,38,1,2,13370,483068,994658,166.47,4.56,3272,218,FALSE
35,33,1,2,8539,81270,649650,112.63,4.78,2570,34,FALSE
33,NA,0,0,5219,122067,257839,40.72,5.19,1490,102,FALSE
29,31,0,3,4606,108575,244202,36.59,5.09,1019,143,TRUE
36,33,0,3,9480,20771,789833,102.31,4.75,1813,12,FALSE
31,35,1,2,5817,104639,566093,75.6,4.97,1361,93,FALSE
32,31,1,1,6494,175455,303023,39.41,4.33,975,291,FALSE
39,34,1,1,7590,177550,513425,65.23,5.22,1971,115,FALSE
27,29,0,1,8952,190061,568060,68.54,4.31,2090,111,FALSE
48,43,1,2,8463,206051,422563,77.11,4.57,1589,180,FALSE
36,35,1,3,6239,355471,720727,96.47,5.23,2395,240,TRUE
40,42,0,1,6516,192076,466293,71.87,4.53,1436,187,FALSE
41,38,1,2,12249,517556,806375,148.97,4.55,3162,257,FALSE
40,NA,1,0,9423,330935,644533,119.98,5.56,2334,232,FALSE
37,NA,1,0,6896,74354,479839,59.89,4.2,1895,43,FALSE
38,36,1,1,8536,66488,496038,115.01,4.32,2074,35,FALSE
27,27,0,2,7430,311799,871222,122.69,4.21,1596,331,FALSE
39,41,1,3,7101,154745,234004,32.46,5.24,1039,242,FALSE
31,28,0,1,3438,75224,414285,61.05,4.66,743,129,FALSE
28,23,0,2,7535,306880,502315,73.32,4.66,2251,195,FALSE
44,39,1,1,11642,140040,782439,105.45,4.17,3576,43,FALSE
32,33,0,0,7989,245429,519839,113.85,4.81,2339,137,FALSE
28,27,0,0,5700,129218,502587,82.27,4.93,967,195,FALSE
29,NA,1,2,4578,47264,347920,38.44,4.64,1260,41,FALSE
35,28,1,1,8553,288759,468261,80.93,4.77,2119,197,FALSE
31,24,1,1,14339,254200,1287604,160.09,4.49,4004,73,FALSE
27,26,1,1,3092,63930,374784,48.08,5.19,753,107,FALSE
37,33,1,0,7085,91556,277246,34.76,5.15,1828,57,FALSE
38,37,1,2,11795,254065,497154,94.57,5.28,3846,79,FALSE
38,NA,0,0,5537,61934,192735,38.12,4.71,2163,31,FALSE
35,32,1,2,7974,130715,269413,54.35,4.94,2091,73,FALSE
32,30,1,3,6244,92605,549889,64.42,4.6,1238,89,FALSE
33,31,1,3,6704,88100,368451,55.97,5.69,1609,64,FALSE
38,34,1,2,4411,94681,321206,46.23,5.26,698,207,FALSE
34,29,1,2,10681,47721,419120,69.97,5.08,3317,15,FALSE
26,NA,1,0,6814,40427,414913,65.63,5.14,1578,28,FALSE
37,NA,0,2,3019,98198,605829,75.38,4.71,858,153,FALSE
29,25,1,2,4006,148372,436401,59.74,4.94,801,350,TRUE
29,23,0,2,7532,99266,347328,58.14,4.8,1482,79,FALSE
27,23,1,1,5119,222501,643399,91.77,4.36,1641,188,TRUE
32,NA,0,1,2617,27996,158722,30.25,4.34,348,96,FALSE
32,31,0,1,8310,261614,749903,97.1,4.46,1848,202,FALSE
30,31,1,3,8149,245465,493488,75.48,5.21,1862,197,FALSE
36,NA,0,2,5749,171393,286701,45.1,4.89,1119,241,FALSE
32,NA,0,0,3892,56192,183572,30.92,4.94,1155,55,FALSE
32,29,0,1,5998,141360,205856,39.01,4.93,863,273,FALSE
37,34,1,2,12997,140667,410733,106.16,5.1,2965,54,FALSE
34,36,1,3,6062,47507,219078,40.54,4.79,1477,35,FALSE
39,NA,0,2,5905,137484,301558,42.75,4.93,1183,159,FALSE
39,NA,1,0,4850,201658,398753,51.28,4.96,1525,192,FALSE
35,34,1,2,10545,200040,608817,85.4,4.4,2219,110,FALSE
38,39,1,3,9399,315501,805718,102.6,4.05,2078,214,FALSE
34,32,0,1,4848,86649,216110,32.65,4.39,1197,85,FALSE
47,48,1,3,9253,44896,719549,87.9,4.78,2064,23,FALSE
31,29,1,1,6563,23250,445411,80.37,5.3,1694,15,FALSE
35,29,1,2,3970,114182,233986,31.56,5.22,797,225,FALSE
38,34,1,2,12858,188721,1076852,227.52,5.33,3607,60,FALSE
37,38,0,2,6548,60500,214693,43.25,4.21,1629,40,FALSE
33,33,1,1,5313,119764,413772,77.11,4.42,1375,106,FALSE
36,35,1,3,9267,84664,289312,48.38,4.82,2261,41,FALSE
23,NA,1,1,6202,201889,506975,67.95,4.35,1662,161,FALSE
30,NA,0,2,4112,66054,190619,27.65,5,1521,49,TRUE
31,26,1,2,7403,137671,336338,63.52,5.3,2573,62,TRUE
32,NA,0,0,2818,78185,190230,25.05,4.41,566,194,FALSE
40,NA,1,1,10197,38101,805926,143.71,5.13,2228,18,FALSE
35,35,1,2,8248,175914,415111,47.22,5.1,1947,115,FALSE
42,42,1,2,12299,527685,754158,111.81,4.71,3076,286,TRUE
37,34,1,2,10636,259356,642821,96.13,4.92,2035,181,FALSE
40,37,1,3,11457,152893,406659,63.61,4.5,2277,78,FALSE
34,34,1,1,3553,94649,195069,29.4,5.32,950,132,TRUE
35,27,1,2,9001,392211,937155,127.73,5.08,2962,195,TRUE
25,21,0,2,3929,192155,343094,42.7,5.37,1094,346,TRUE
40,NA,1,1,6087,93224,221076,43.76,4.19,1859,56,FALSE
32,29,0,1,3086,116832,236429,40.82,5.65,842,226,TRUE
28,26,1,3,4907,104171,271804,36.96,4.77,916,152,FALSE
37,NA,0,0,5186,138060,202263,35.17,4.57,860,249,FALSE
38,NA,1,1,9261,295892,705914,98.55,4.87,2937,130,FALSE
24,21,0,2,2568,23307,193229,32.05,4.65,302,92,FALSE
43,36,1,1,8897,224427,618824,72.04,5.06,2832,97,FALSE
29,24,0,2,4675,108534,296748,39.72,4.94,1561,83,TRUE
27,24,0,0,2604,23314,244231,35.79,4.69,705,36,FALSE
35,NA,1,1,7393,22554,480354,58.68,5.05,1753,14,FALSE
28,27,1,1,8498,297807,922384,141.47,4.77,3759,96,FALSE
33,NA,1,1,2185,51541,208625,32.23,4.6,1446,39,TRUE
28,NA,1,1,3951,95133,338990,40.7,4.82,1118,105,TRUE
33,34,1,2,10154,477620,870982,136.24,4.37,2481,333,FALSE
43,42,1,1,16751,423800,809201,151.82,5.4,5052,106,FALSE
37,NA,0,0,3789,136811,266926,34.16,5.3,1349,135,TRUE
40,NA,0,2,5727,29354,240188,46.53,4.96,2291,14,TRUE
38,32,1,3,11043,177782,431391,102.81,4.51,3035,67,FALSE
35,NA,0,1,6155,397350,743717,112.31,4.49,2184,306,TRUE
38,38,1,2,8616,183203,453112,79.16,4.2,1631,143,FALSE
44,44,1,1,9546,193149,551445,75.8,5.48,2251,110,FALSE
33,33,1,2,12722,439831,987805,139.01,4.26,4170,133,FALSE
36,NA,0,1,3941,155724,321934,41.3,5,854,343,FALSE
29,NA,0,0,3437,138232,279428,44.73,5.4,1435,127,FALSE
32,34,0,3,8810,211115,510000,92.93,5.05,1884,152,FALSE
39,NA,1,2,5810,219530,453981,81.49,5.65,1466,260,FALSE
41,42,1,3,11713,281054,570770,95.96,4.91,2337,166,FALSE
35,34,1,1,7197,102026,386563,82.23,5.14,2159,53,FALSE
40,NA,1,1,5189,84163,213382,30.84,4.5,1023,99,FALSE
40,37,1,2,11184,384731,972122,108.23,5.12,2541,244,FALSE
41,40,1,2,10891,526239,1177372,112.12,4.42,3720,201,FALSE
29,NA,1,0,3517,185791,355025,51.67,4.27,1239,215,FALSE
35,38,0,2,5975,246175,923033,91.29,4.45,1954,171,TRUE
35,33,1,3,6301,133647,211568,33.13,4.44,1628,99,FALSE
32,29,1,2,7698,173187,612160,87.79,4.96,2098,102,FALSE
40,NA,0,2,2484,111393,178698,27.8,4.51,926,161,TRUE
34,38,1,2,8805,280752,741227,119.13,4.24,1645,262,FALSE
37,35,1,2,8433,163081,475711,85.36,5.05,1475,150,FALSE
26,NA,0,1,2187,91336,233205,38.79,4.75,973,118,TRUE
31,30,0,2,3572,147404,543274,86.07,4.35,749,346,FALSE
36,37,1,3,7020,81703,399816,68.91,5.57,1481,64,FALSE
37,36,1,2,13129,496659,867883,148.28,4.65,3184,240,FALSE
42,34,1,3,13024,209036,566696,84.67,5.05,2231,120,FALSE
29,32,0,2,5514,254428,891174,133.83,5.35,1460,338,TRUE
33,32,1,3,9285,135103,488005,73,4.54,3087,48,FALSE
38,NA,0,1,3120,39559,131689,31.94,4.32,973,45,TRUE
31,NA,0,1,4880,211503,391327,61.51,4.2,1197,276,TRUE
31,NA,1,0,4865,191281,273430,46.25,4.3,1144,256,FALSE
46,48,1,3,5836,134513,274375,49.95,4.08,1693,93,FALSE
28,NA,0,0,4755,57108,290524,32.57,4.91,955,69,FALSE
38,NA,1,0,6464,126110,338263,48.65,4.35,1192,134,FALSE
34,36,1,3,12759,359552,1063908,179.26,5.31,2990,173,FALSE
36,36,1,2,7900,80173,407171,60.89,5.2,1743,52,FALSE
40,36,1,2,8277,126183,495144,75.33,4.24,1736,85,FALSE
36,NA,0,1,4734,73668,260906,40.92,4.22,676,138,FALSE
29,26,1,1,10069,49153,489619,95.61,4.94,2686,20,FALSE
42,NA,1,0,7362,164031,313905,49.85,5.54,1388,172,FALSE
33,NA,0,0,2005,56524,187737,29.99,4.84,810,83,TRUE
36,31,1,1,9795,210789,357058,53.54,4.97,1772,165,FALSE
42,41,1,3,10181,24210,499878,78.87,5.26,2697,10,FALSE
31,NA,0,0,3860,101218,346184,65.59,5.39,883,162,FALSE
29,35,0,1,8395,432501,867881,113.02,4.99,2323,359,TRUE
33,NA,1,2,3724,249535,335081,51.71,4.01,1539,234,TRUE
37,38,0,2,4372,124116,388320,68.21,5.08,1552,98,TRUE
37,NA,0,0,5114,203384,433321,60.05,4.47,1323,229,FALSE
37,33,1,3,13835,131561,1165602,263.89,4.2,4510,31,FALSE
29,NA,0,0,5144,79772,190401,31.76,5.26,1352,69,FALSE
42,41,1,2,6810,146662,407187,65.38,4.12,1356,136,FALSE
37,37,1,2,23075,743481,1409991,243.06,4.75,5373,201,FALSE
28,26,1,3,9702,264333,680214,101.57,4.58,1511,290,FALSE
32,26,0,3,4975,15700,365587,55.05,5.06,1008,17,FALSE
41,41,1,1,14513,174492,871820,143.25,4.85,4841,40,FALSE
31,23,0,2,7835,30272,625357,122.86,4.9,1257,26,FALSE
23,20,0,1,4999,94104,247094,28.33,5,915,135,FALSE
33,36,1,3,11676,284639,596653,108.68,5.01,2242,182,FALSE
36,31,1,2,11001,217318,595885,82.35,4.64,2486,107,FALSE
35,NA,1,1,3418,110619,214117,32.14,4.78,790,206,FALSE
37,34,1,2,8023,141336,430221,92.72,4.6,2567,62,FALSE
36,30,1,2,9120,178617,620748,94.31,5.08,2527,85,FALSE
31,26,1,1,4713,145306,218823,34.25,4.39,1129,175,FALSE
36,32,1,2,5034,59307,285755,49.43,5.53,1500,44,FALSE
30,28,1,2,5764,230429,513995,67.89,4.48,1411,253,FALSE
40,38,0,2,9621,95925,722355,79.31,4.94,2801,37,FALSE
26,26,0,2,5845,38766,337310,76.28,4.7,1556,27,TRUE
24,NA,1,1,4666,85626,434323,59.35,4.6,1162,87,FALSE
33,27,1,2,5389,40700,241689,33.09,4.69,1352,33,FALSE
36,31,1,3,9177,115362,642709,94.53,5.2,2028,66,FALSE
42,44,1,1,9127,149569,425220,90.07,4.32,2177,80,FALSE
35,33,1,0,8607,147013,490907,68.4,5.36,1964,92,FALSE
